Date,meantemp,humidity
1/1/2013,10,84.5
1/2/2013,7.4,92
1/3/2013,7.166666666666667,87
1/4/2013,8.666666666666666,71.33333333333333
1/5/2013,6,86.83333333333333
1/6/2013,7,82.8
1/7/2013,7,78.6
1/8/2013,8.857142857142858,63.714285714285715
1/9/2013,14,51.25
1/10/2013,11,62
1/11/2013,15.714285714285714,51.285714285714285
1/12/2013,14,74
1/13/2013,15.833333333333334,75.16666666666667
1/14/2013,12.833333333333334,88.16666666666667
1/15/2013,14.714285714285714,71.85714285714286
1/16/2013,13.833333333333334,86.66666666666667
1/17/2013,16.5,80.83333333333333
1/18/2013,13.833333333333334,92.16666666666667
1/19/2013,12.5,76.66666666666667
1/20/2013,11.285714285714286,75.28571428571429
1/21/2013,11.2,77
1/22/2013,9.5,79.66666666666667
1/23/2013,14,60.166666666666664
1/24/2013,13.833333333333334,60.666666666666664
1/25/2013,12.25,67
1/26/2013,12.666666666666666,64.16666666666667
1/27/2013,12.857142857142858,65.57142857142857
1/28/2013,14.833333333333334,56
1/29/2013,14.125,65.5
1/30/2013,14.714285714285714,70.42857142857143
1/31/2013,16.2,65.6
2/1/2013,16,73
2/2/2013,16.285714285714285,77.57142857142857
2/3/2013,18,65.57142857142857
2/4/2013,17.428571428571427,74.28571428571429
2/5/2013,16.625,92.375
2/6/2013,16.666666666666668,71.33333333333333
2/7/2013,15.6,59.4
2/8/2013,14,70.42857142857143
2/9/2013,15.428571428571429,61.285714285714285
2/10/2013,15.25,71.5
2/11/2013,15.875,70.5
2/12/2013,15.333333333333334,70.33333333333333
2/13/2013,16.285714285714285,70.14285714285714
2/14/2013,17.333333333333332,63.833333333333336
2/15/2013,19.166666666666668,65.33333333333333
2/16/2013,14.428571428571429,92.71428571428571
2/17/2013,13.666666666666666,90
2/18/2013,15.6,78.4
2/19/2013,15.857142857142858,82
2/20/2013,17.714285714285715,74.71428571428571
2/21/2013,20,67.28571428571429
2/22/2013,20.5,65.625
2/23/2013,17.428571428571427,74.85714285714286
2/24/2013,16.857142857142858,78.85714285714286
2/25/2013,16.875,72.875
2/26/2013,17.857142857142858,70
2/27/2013,20.8,57.2
2/28/2013,19.428571428571427,52.857142857142854
3/1/2013,17.333333333333332,49.333333333333336
3/2/2013,19,54
3/3/2013,19.333333333333332,62.833333333333336
3/4/2013,17.6,71
3/5/2013,20.875,61.875
3/6/2013,20.857142857142858,65.28571428571429
3/7/2013,23.428571428571427,57.142857142857146
3/8/2013,24.166666666666668,44.833333333333336
3/9/2013,25.428571428571427,49.714285714285715
3/10/2013,23.142857142857142,57.57142857142857
3/11/2013,24,66.33333333333333
3/12/2013,23.5,62.5
3/13/2013,21.5,70.5
3/14/2013,22.333333333333332,61.166666666666664
3/15/2013,24.166666666666668,45.833333333333336
3/16/2013,20.333333333333332,67.66666666666667
3/17/2013,22.666666666666668,58.666666666666664
3/18/2013,23.428571428571427,58.142857142857146
3/19/2013,22.5,73.66666666666667
3/20/2013,29.166666666666668,36.333333333333336
3/21/2013,23.833333333333332,58.5
3/22/2013,25.25,50.25
3/23/2013,27.375,50.125
3/24/2013,27,48.75
3/25/2013,23.5,45.5
3/26/2013,24.142857142857142,44.57142857142857
3/27/2013,21,62
3/28/2013,22.428571428571427,62.714285714285715
3/29/2013,21.25,70.375
3/30/2013,23.5,54.75
3/31/2013,23.2,58
4/1/2013,25.375,45.5
4/2/2013,25.166666666666668,51
4/3/2013,26.2,45.6
4/4/2013,24.6,41.8
4/5/2013,25.6,31
4/6/2013,25.857142857142858,29.857142857142858
4/7/2013,29.142857142857142,23.285714285714285
4/8/2013,28.714285714285715,33.857142857142854
4/9/2013,30.166666666666668,30.5
4/10/2013,30,28
4/11/2013,30,24.2
4/12/2013,28.857142857142858,32.57142857142857
4/13/2013,30.2,29.2
4/14/2013,28.25,39.375
4/15/2013,28.25,41.375
4/16/2013,32.125,24.625
4/17/2013,29.2,24.2
4/18/2013,30.285714285714285,30.285714285714285
4/19/2013,28.285714285714285,31.285714285714285
4/20/2013,30.625,29
4/21/2013,27.666666666666668,38.666666666666664
4/22/2013,27.375,45.375
4/23/2013,28.625,44.125
4/24/2013,30.285714285714285,41.714285714285715
4/25/2013,31.142857142857142,38.285714285714285
4/26/2013,29.875,45.875
4/27/2013,31.142857142857142,31.428571428571427
4/28/2013,30.571428571428573,28
4/29/2013,32.125,26.375
4/30/2013,31.142857142857142,32
5/1/2013,31.857142857142858,15.857142857142858
5/2/2013,29.833333333333332,22.166666666666668
5/3/2013,28.571428571428573,31.571428571428573
5/4/2013,32.857142857142854,31.428571428571427
5/5/2013,32.625,31.125
5/6/2013,32.75,39.25
5/7/2013,32.875,33.25
5/8/2013,34.5,23
5/9/2013,34.285714285714285,26
5/10/2013,34,27.714285714285715
5/11/2013,30.75,30.375
5/12/2013,29.857142857142858,40.142857142857146
5/13/2013,31.714285714285715,34
5/14/2013,32.285714285714285,34.285714285714285
5/15/2013,33,33
5/16/2013,33,34.75
5/17/2013,32.833333333333336,28.166666666666668
5/18/2013,31.4,42.2
5/19/2013,35.333333333333336,22.333333333333332
5/20/2013,36.4,24.2
5/21/2013,36,19
5/22/2013,36.75,22.125
5/23/2013,37.5,23.333333333333332
5/24/2013,38.42857142857143,27.428571428571427
5/25/2013,38.714285714285715,22.428571428571427
5/26/2013,37.8,21.2
5/27/2013,35.857142857142854,31.571428571428573
5/28/2013,35.333333333333336,29
5/29/2013,34.142857142857146,27.857142857142858
5/30/2013,32.2,28.2
5/31/2013,33.625,40.125
6/1/2013,32,54
6/2/2013,32.4,56.6
6/3/2013,35.6,47
6/4/2013,35.857142857142854,42.57142857142857
6/5/2013,37.166666666666664,36.5
6/6/2013,31.285714285714285,61.714285714285715
6/7/2013,34,49.25
6/8/2013,34.2,57.4
6/9/2013,36.166666666666664,40
6/10/2013,36.625,42.75
6/11/2013,30.166666666666668,61.666666666666664
6/12/2013,34.142857142857146,54.142857142857146
6/13/2013,29.833333333333332,68.66666666666667
6/14/2013,30.142857142857142,68.14285714285714
6/15/2013,30.714285714285715,65
6/16/2013,27,88.85714285714286
6/17/2013,26.875,87.375
6/18/2013,28.4,83.6
6/19/2013,29.857142857142858,72.85714285714286
6/20/2013,33,52.714285714285715
6/21/2013,34.833333333333336,47.333333333333336
6/22/2013,35.6,39.4
6/23/2013,35.166666666666664,53
6/24/2013,33.142857142857146,55
6/25/2013,30.571428571428573,70.42857142857143
6/26/2013,30.666666666666668,71.5
6/27/2013,31.428571428571427,61.857142857142854
6/28/2013,31.5,64.25
6/29/2013,33.25,57
6/30/2013,32.833333333333336,52.166666666666664
7/1/2013,33.857142857142854,54
7/2/2013,33.142857142857146,58.285714285714285
7/3/2013,31.571428571428573,70
7/4/2013,32.375,67.5
7/5/2013,32.8,62.2
7/6/2013,31,73.14285714285714
7/7/2013,31.166666666666668,77.33333333333333
7/8/2013,29.833333333333332,75.16666666666667
7/9/2013,29,78.83333333333333
7/10/2013,29.75,75.375
7/11/2013,32.5,65.5
7/12/2013,28.875,86.625
7/13/2013,31.75,70.25
7/14/2013,30.75,71.625
7/15/2013,31.75,73.25
7/16/2013,29.875,83.875
7/17/2013,31.125,78.375
7/18/2013,31.75,76
7/19/2013,30.5,73.5
7/20/2013,26.833333333333332,90.66666666666667
7/21/2013,28.2,88
7/22/2013,29.5,80.33333333333333
7/23/2013,31.857142857142858,70.71428571428571
7/24/2013,29.714285714285715,84.14285714285714
7/25/2013,28.333333333333332,84.5
7/26/2013,30,73.85714285714286
7/27/2013,30.142857142857142,79
7/28/2013,32.285714285714285,67.42857142857143
7/29/2013,31,77.42857142857143
7/30/2013,30.5,75.66666666666667
7/31/2013,28.833333333333332,78.5
8/1/2013,30,73.5
8/2/2013,31.571428571428573,66.42857142857143
8/3/2013,32.5,62.333333333333336
8/4/2013,32.5,62.5
8/5/2013,29.5,77
8/6/2013,27.166666666666668,90.66666666666667
8/7/2013,28.375,85.25
8/8/2013,28.5,84
8/9/2013,27.166666666666668,87.5
8/10/2013,29.428571428571427,79.85714285714286
8/11/2013,30,76.83333333333333
8/12/2013,29.5,81.5
8/13/2013,30.75,72
8/14/2013,29.666666666666668,74.33333333333333
8/15/2013,27.714285714285715,85
8/16/2013,26.6,92
8/17/2013,27.428571428571427,91
8/18/2013,28.333333333333332,83.83333333333333
8/19/2013,28.166666666666668,84.66666666666667
8/20/2013,27.375,88.5
8/21/2013,28.333333333333332,81.16666666666667
8/22/2013,29.166666666666668,74.83333333333333
8/23/2013,31.285714285714285,73.14285714285714
8/24/2013,32,71.25
8/25/2013,29,90.75
8/26/2013,32,69.875
8/27/2013,32.142857142857146,57.285714285714285
8/28/2013,30.142857142857142,60.714285714285715
8/29/2013,31.5,57
8/30/2013,29.166666666666668,73
8/31/2013,29,71.75
9/1/2013,30,65.2
9/2/2013,31.857142857142858,50.857142857142854
9/3/2013,32.75,45.5
9/4/2013,31.714285714285715,48
9/5/2013,31.666666666666668,46
9/6/2013,30.571428571428573,55.714285714285715
9/7/2013,30.833333333333332,51.833333333333336
9/8/2013,28,71.75
9/9/2013,31,57.5
9/10/2013,29.666666666666668,66.33333333333333
9/11/2013,30.857142857142858,61.142857142857146
9/12/2013,31.166666666666668,60.333333333333336
9/13/2013,31.142857142857142,67.14285714285714
9/14/2013,30.5,67
9/15/2013,31.625,56.375
9/16/2013,29.666666666666668,60
9/17/2013,29.25,56.5
9/18/2013,29.142857142857142,58.57142857142857
9/19/2013,29.8,61.6
9/20/2013,28.666666666666668,70
9/21/2013,25.2,89
9/22/2013,28.333333333333332,79.66666666666667
9/23/2013,30.285714285714285,68
9/24/2013,30.75,65.75
9/25/2013,28.571428571428573,75
9/26/2013,28.2,78.8
9/27/2013,29,71.25
9/28/2013,30,67.33333333333333
9/29/2013,28.142857142857142,79.85714285714286
9/30/2013,26.857142857142858,84.57142857142857
10/1/2013,28.285714285714285,68.71428571428571
10/2/2013,29.2,61.4
10/3/2013,28.6,59
10/4/2013,24.833333333333332,84.33333333333333
10/5/2013,28.5,69
10/6/2013,29.75,66.5
10/7/2013,29.714285714285715,66.57142857142857
10/8/2013,29.2,69.4
10/9/2013,30.833333333333332,65.5
10/10/2013,29.428571428571427,66.28571428571429
10/11/2013,23.857142857142858,89.85714285714286
10/12/2013,26.142857142857142,82.57142857142857
10/13/2013,27.166666666666668,84.33333333333333
10/14/2013,27.714285714285715,74.85714285714286
10/15/2013,25.857142857142858,76.42857142857143
10/16/2013,26.428571428571427,75
10/17/2013,26.857142857142858,76.71428571428571
10/18/2013,26.333333333333332,73.16666666666667
10/19/2013,24.571428571428573,69.57142857142857
10/20/2013,24.333333333333332,67.83333333333333
10/21/2013,24.875,63.625
10/22/2013,27.8,53.6
10/23/2013,25,67.5
10/24/2013,23.857142857142858,73.14285714285714
10/25/2013,22.8,75.8
10/26/2013,23,78.2
10/27/2013,22.875,66.875
10/28/2013,22.666666666666668,63.166666666666664
10/29/2013,23,62.714285714285715
10/30/2013,22.857142857142858,67.42857142857143
10/31/2013,23.666666666666668,58.833333333333336
11/1/2013,23.428571428571427,69.14285714285714
11/2/2013,21.625,65
11/3/2013,20.625,57.875
11/4/2013,21.166666666666668,54.166666666666664
11/5/2013,18.833333333333332,74.33333333333333
11/6/2013,20.571428571428573,66.71428571428571
11/7/2013,20.142857142857142,73.14285714285714
11/8/2013,18,82.2
11/9/2013,19.857142857142858,73.57142857142857
11/10/2013,16.833333333333332,72
11/11/2013,18.857142857142858,61.857142857142854
11/12/2013,16.571428571428573,71.71428571428571
11/13/2013,17.75,65
11/14/2013,17.625,63.375
11/15/2013,17,67
11/16/2013,16.625,69.625
11/17/2013,15.571428571428571,67.42857142857143
11/18/2013,18.5,55.125
11/19/2013,17.875,63.5
11/20/2013,18.25,58.875
11/21/2013,17.875,66.25
11/22/2013,17.625,74.875
11/23/2013,18.142857142857142,77.85714285714286
11/24/2013,19.125,58.875
11/25/2013,21.25,49.875
11/26/2013,21.25,51.375
11/27/2013,19.125,68.5
11/28/2013,18.625,71.875
11/29/2013,17.75,66.625
11/30/2013,17.875,69.625
12/1/2013,18,65
12/2/2013,17.25,73.25
12/3/2013,17.5,73.5
12/4/2013,17.142857142857142,71.85714285714286
12/5/2013,17.142857142857142,69
12/6/2013,16.125,72.375
12/7/2013,16,80.5
12/8/2013,16.5,83.625
12/9/2013,16.125,79.25
12/10/2013,15.5,81.75
12/11/2013,16.625,71.875
12/12/2013,17.75,62.375
12/13/2013,17.142857142857142,67.71428571428571
12/14/2013,16.142857142857142,79
12/15/2013,15.5,86.25
12/16/2013,15.25,89.5
12/17/2013,14.75,92.875
12/18/2013,14.875,93
12/19/2013,16.125,89.125
12/20/2013,15.375,91.375
12/21/2013,14.75,94
12/22/2013,15.25,94
12/23/2013,14.25,88.25
12/24/2013,13.5,84.75
12/25/2013,13.666666666666666,63.166666666666664
12/26/2013,12.125,67.625
12/27/2013,11.875,79.875
12/28/2013,10.875,70
12/29/2013,10.571428571428571,69.42857142857143
12/30/2013,12.375,79.5
12/31/2013,14.5,89.375
1/1/2014,13.375,89.625
1/2/2014,11,78.375
1/3/2014,12.5,74.875
1/4/2014,12.875,88.125
1/5/2014,12.375,89
1/6/2014,11.428571428571429,86.28571428571429
1/7/2014,12.142857142857142,72.28571428571429
1/8/2014,11.875,76.875
1/9/2014,12.833333333333334,83
1/10/2014,12.375,85.375
1/11/2014,12.125,82.625
1/12/2014,12.875,80.875
1/13/2014,14,72.375
1/14/2014,14.875,76.75
1/15/2014,12,93.5
1/16/2014,12.285714285714286,90.57142857142857
1/17/2014,12,95.75
1/18/2014,12.5,94.25
1/19/2014,14.5,84.5
1/20/2014,14.625,83.5
1/21/2014,13.571428571428571,96.85714285714286
1/22/2014,15.25,96.125
1/23/2014,15.625,90.125
1/24/2014,13.875,88.875
1/25/2014,11.75,95.625
1/26/2014,14.375,85.75
1/27/2014,16.625,72.375
1/28/2014,16.625,69.875
1/29/2014,14.875,81.875
1/30/2014,14.5,83.25
1/31/2014,14.75,82.5
2/1/2014,14,79.375
2/2/2014,15.25,76.125
2/3/2014,18.428571428571427,63.857142857142854
2/4/2014,18.857142857142858,65.42857142857143
2/5/2014,17,72.75
2/6/2014,18.5,65.375
2/7/2014,19.625,67.25
2/8/2014,13.625,85.375
2/9/2014,12.875,63.375
2/10/2014,12.625,61.75
2/11/2014,13.375,64.625
2/12/2014,13.25,67
2/13/2014,15.25,64.5
2/14/2014,13,95.5
2/15/2014,12.375,89.5
2/16/2014,13.5,79
2/17/2014,15.125,66.125
2/18/2014,15.25,60.125
2/19/2014,15.125,75.375
2/20/2014,16.125,78.625
2/21/2014,17.125,72.25
2/22/2014,16.625,85.625
2/23/2014,16.5,80
2/24/2014,16.375,69.375
2/25/2014,18.125,69
2/26/2014,18.75,71.125
2/27/2014,18.625,76.625
2/28/2014,15.625,88.375
3/1/2014,16.142857142857142,87.28571428571429
3/2/2014,16.125,79
3/3/2014,17.875,65.625
3/4/2014,18.75,66.375
3/5/2014,18.875,67
3/6/2014,18.375,64
3/7/2014,18.5,62.875
3/8/2014,19.875,63.875
3/9/2014,22,56.625
3/10/2014,20,63.875
3/11/2014,20.714285714285715,70
3/12/2014,20,68.875
3/13/2014,19,60.625
3/14/2014,19.625,61.25
3/15/2014,21.625,62.625
3/16/2014,23.125,58.5
3/17/2014,26.25,52.125
3/18/2014,24.857142857142858,53.42857142857143
3/19/2014,21.75,57.375
3/20/2014,21.5,55
3/21/2014,22.5,64.75
3/22/2014,25,59.5
3/23/2014,22.75,61.875
3/24/2014,22.375,73.125
3/25/2014,24.625,60.25
3/26/2014,25.125,58.875
3/27/2014,23.5,63.25
3/28/2014,24.428571428571427,67.57142857142857
3/29/2014,25.875,55.625
3/30/2014,24.125,46.75
3/31/2014,24.125,44.125
4/1/2014,24.875,45.75
4/2/2014,26.75,43.375
4/3/2014,25,48
4/4/2014,25.857142857142858,47.857142857142854
4/5/2014,27.375,44
4/6/2014,30.125,45.25
4/7/2014,27.25,47.625
4/8/2014,25.75,41.875
4/9/2014,25.75,35.25
4/10/2014,26.375,29.25
4/11/2014,28.142857142857142,29
4/12/2014,29.125,39.875
4/13/2014,26.875,40.375
4/14/2014,27.625,46.625
4/15/2014,29,48.125
4/16/2014,27.125,53.625
4/17/2014,26.375,49.625
4/18/2014,24.25,64.375
4/19/2014,25.625,57.875
4/20/2014,27,48
4/21/2014,28,33.125
4/22/2014,29.375,29.375
4/23/2014,29.125,37
4/24/2014,29.375,35.875
4/25/2014,30.625,34.375
4/26/2014,31.5,32
4/27/2014,30.625,30
4/28/2014,31.5,27.875
4/29/2014,32.125,28.875
4/30/2014,33.25,25.5
5/1/2014,34.875,22.5
5/2/2014,34.375,24.75
5/3/2014,31.75,33.375
5/4/2014,31.875,34.375
5/5/2014,29.75,53.25
5/6/2014,29.571428571428573,51.142857142857146
5/7/2014,31.75,48.625
5/8/2014,31.375,43
5/9/2014,30.5,39.625
5/10/2014,30,37.625
5/11/2014,29.625,40.375
5/12/2014,28,53.375
5/13/2014,25.25,65.75
5/14/2014,26.875,55.25
5/15/2014,29.5,39.875
5/16/2014,31.125,40.25
5/17/2014,29.875,47.625
5/18/2014,31.5,35.375
5/19/2014,32.375,29.5
5/20/2014,31.125,34
5/21/2014,33,32.5
5/22/2014,33.25,33.375
5/23/2014,34.625,32.75
5/24/2014,31.5,50.5
5/25/2014,31.5,43.25
5/26/2014,30.125,54.125
5/27/2014,31.875,49.75
5/28/2014,33.625,44.5
5/29/2014,35.25,40.125
5/30/2014,33.125,44.5
5/31/2014,34.625,39
6/1/2014,32.75,34.25
6/2/2014,32.75,41.375
6/3/2014,34.875,33.625
6/4/2014,35.25,33.125
6/5/2014,36.875,26.875
6/6/2014,37.5,27.625
6/7/2014,38.5,22.75
6/8/2014,37.625,26.25
6/9/2014,37.875,32.125
6/10/2014,37.25,20.875
6/11/2014,37.625,23.125
6/12/2014,32.875,39.25
6/13/2014,30.25,55.125
6/14/2014,30.5,66.875
6/15/2014,33.875,52
6/16/2014,36.375,41.375
6/17/2014,36.875,42.125
6/18/2014,33.875,58
6/19/2014,35.75,47.875
6/20/2014,38,36.125
6/21/2014,36.875,40.125
6/22/2014,34.5,46.75
6/23/2014,32.125,49.75
6/24/2014,33,46.25
6/25/2014,32.25,53.25
6/26/2014,32.5,60.375
6/27/2014,34.75,48.5
6/28/2014,34.875,49
6/29/2014,33,57.75
6/30/2014,32,67.75
7/1/2014,31.375,65.125
7/2/2014,29.5,71.375
7/3/2014,28.875,75.125
7/4/2014,31.38888888888889,69
7/5/2014,34.705882352941174,52.05882352941177
7/6/2014,30.625,61.125
7/7/2014,34,48.75
7/8/2014,35,39.5
7/9/2014,36,37.125
7/10/2014,36.125,38.75
7/11/2014,36.625,38.625
7/12/2014,35.875,51.375
7/13/2014,31.625,69.75
7/14/2014,32.375,67.875
7/15/2014,33.125,62.625
7/16/2014,32.625,63
7/17/2014,30.75,74.25
7/18/2014,27.25,83.875
7/19/2014,29.875,71
7/20/2014,30.875,68.875
7/21/2014,32.125,65.5
7/22/2014,31.625,69.75
7/23/2014,30.625,72.875
7/24/2014,30.5,63.625
7/25/2014,30.75,63.25
7/26/2014,32.5,61.5
7/27/2014,31.714285714285715,65.42857142857143
7/28/2014,30,75.75
7/29/2014,30.25,69.875
7/30/2014,31.875,65.75
7/31/2014,32.5,65.75
8/1/2014,33.25,59.5
8/2/2014,30.125,77.75
8/3/2014,31.5,66.25
8/4/2014,30.5,69.75
8/5/2014,29.75,77.5
8/6/2014,32.125,65
8/7/2014,31.125,65.375
8/8/2014,31,67.875
8/9/2014,29.235294117647058,80.47058823529412
8/10/2014,28.5,89.90625
8/11/2014,31.125,72.125
8/12/2014,32.125,57.5
8/13/2014,32.125,57.714285714285715
8/14/2014,30.375,57.5
8/15/2014,31.125,54.875
8/16/2014,30.428571428571427,59.857142857142854
8/17/2014,31.375,53.875
8/18/2014,31.875,56.625
8/19/2014,33,52.42857142857143
8/20/2014,33.25,47.125
8/21/2014,32.5,43
8/22/2014,33,47.125
8/23/2014,33.125,45.75
8/24/2014,33.125,46.25
8/25/2014,33.875,46.625
8/26/2014,34.125,40.25
8/27/2014,33.857142857142854,44.714285714285715
8/28/2014,29.625,67.75
8/29/2014,30.375,69.25
8/30/2014,28.625,78.125
8/31/2014,27.625,86.125
9/1/2014,29.428571428571427,65.85714285714286
9/2/2014,29.25,71
9/3/2014,28.625,77.875
9/4/2014,27.875,80.75
9/5/2014,26.5,85.75
9/6/2014,28.5,76.875
9/7/2014,31,67.625
9/8/2014,31.25,66.375
9/9/2014,31,70.125
9/10/2014,28.75,77.5
9/11/2014,26.571428571428573,85.71428571428571
9/12/2014,28.5,73
9/13/2014,29.375,68.25
9/14/2014,29.125,65.5
9/15/2014,29.625,63.125
9/16/2014,30.625,65.125
9/17/2014,30.625,61.875
9/18/2014,30.5,62.375
9/19/2014,31,56.625
9/20/2014,31.125,55.75
9/21/2014,30.5,54.875
9/22/2014,30.625,50
9/23/2014,31,47
9/24/2014,29.625,53
9/25/2014,30,52.5
9/26/2014,30,52.5
9/27/2014,30.5,46.875
9/28/2014,30.25,48.875
9/29/2014,30.5,48.75
9/30/2014,30.625,50.125
10/1/2014,30.428571428571427,52.857142857142854
10/2/2014,30.375,53.375
10/3/2014,30.5,52.625
10/4/2014,31,53.5
10/5/2014,30.625,56.125
10/6/2014,30.625,56.75
10/7/2014,31,59.375
10/8/2014,28.75,52.75
10/9/2014,27.625,49.875
10/10/2014,27.125,57.375
10/11/2014,25.714285714285715,57.142857142857146
10/12/2014,26,58.625
10/13/2014,27.625,59.75
10/14/2014,24.5,67.625
10/15/2014,24.5,68
10/16/2014,23,58.875
10/17/2014,25,47.666666666666664
10/18/2014,24,56.142857142857146
10/19/2014,23.75,57.75
10/20/2014,24.75,55.625
10/21/2014,25.625,56.125
10/22/2014,25.75,64.875
10/23/2014,25.25,66
10/24/2014,25.5,67.5
10/25/2014,25.25,67.125
10/26/2014,25.125,65.5
10/27/2014,24.875,62.875
10/28/2014,25.125,64.75
10/29/2014,24.75,65.75
10/30/2014,23.875,61.375
10/31/2014,23.375,58.25
11/1/2014,22.5,50.875
11/2/2014,22.875,49.125
11/3/2014,23.375,52.75
11/4/2014,23.625,56.625
11/5/2014,22.75,56.25
11/6/2014,23,56.25
11/7/2014,24,66.125
11/8/2014,23.875,66.25
11/9/2014,24.125,56.375
11/10/2014,21.375,52.125
11/11/2014,19.25,55.125
11/12/2014,19.625,52
11/13/2014,18.5,50.5
11/14/2014,18.375,43
11/15/2014,18.625,44.75
11/16/2014,18.25,47.625
11/17/2014,17.75,51.75
11/18/2014,17.625,53
11/19/2014,17.5,58.125
11/20/2014,20.375,54.625
11/21/2014,18.25,62.125
11/22/2014,19.875,58.875
11/23/2014,17.125,57.375
11/24/2014,16.875,52.25
11/25/2014,16.5,51.5
11/26/2014,19.625,51
11/27/2014,18.125,63.875
11/28/2014,19.375,67.375
11/29/2014,20.25,67.625
11/30/2014,19.75,54.75
12/1/2014,20,42.625
12/2/2014,21.375,47.625
12/3/2014,25,66.57142857142857
12/4/2014,21.25,68.875
12/5/2014,17.75,59.875
12/6/2014,18.25,48.875
12/7/2014,17.25,48.375
12/8/2014,17,49.875
12/9/2014,15.285714285714286,67.57142857142857
12/10/2014,21.5,65.5
12/11/2014,19.625,70.5
12/12/2014,17.5,65.625
12/13/2014,16,71.875
12/14/2014,16.875,86.625
12/15/2014,16.625,75.75
12/16/2014,17.75,72.375
12/17/2014,12.875,72.125
12/18/2014,11.75,79.75
12/19/2014,11.75,81.75
12/20/2014,11.25,77
12/21/2014,9.5,79.125
12/22/2014,9.375,85
12/23/2014,9.625,78.625
12/24/2014,9.875,83
12/25/2014,9.25,81.125
12/26/2014,10.75,77
12/27/2014,10.375,69
12/28/2014,9,86
12/29/2014,11.125,72.625
12/30/2014,11.625,70.625
12/31/2014,12.375,67.125
1/1/2015,14.75,72
1/2/2015,14.875,96.625
1/3/2015,15.125,92
1/4/2015,14.125,78.75
1/5/2015,14,69.375
1/6/2015,12,79.875
1/7/2015,9.625,86
1/8/2015,10,87.875
1/9/2015,10.625,80.625
1/10/2015,11.125,73.125
1/11/2015,11,80.75
1/12/2015,10.625,79.5
1/13/2015,12.25,77.875
1/14/2015,12,82.25
1/15/2015,12.375,79.125
